id|tipo|citacao|id|nome|isbn_issn|quantidade|uso
152|livro|MOTA, S. Introdução à Engenharia Ambiental. Rio de Janeiro: Ed. ABES, 2000.|144|Introdução A Engenharia Ambiental||1|basica
153|livro|MONTEIRO, J. H. P. et al. Manual de gerenciamento integrado de resíduos sólidos. Rio de Janeiro, IBAM, 2001. 200 p. Disponível em: < www.web-resol.org/cartilha4/manual.pdf>. Acesso em 30 ago. 2010.|118|Projeto e Gestão dos Resíduos Sólidos|||basica
154|juridico|ASSOCIAÇÃO BRASILEIRA DE NORMAS TÉCNICAS-ABNT. NBR 13896 - Aterros de resíduos não perigosos: critérios para projeto, implantação e operação. Rio de Janeiro, 1997.|118|Projeto e Gestão dos Resíduos Sólidos||1|complementar
155|juridico|ASSOCIAÇÃO BRASILEIRA DE NORMAS TÉCNICAS-ABNT. NBR 8419 - Apresentação de projetos de aterros sanitários de resíduos sólidos urbanos - Procedimento. Rio de Janeiro, 1996.|118|Projeto e Gestão dos Resíduos Sólidos|||complementar
156|livro|PEREIRA NETO, João Tinôco. Manual de compostagem: processo de baixo custo. 1. ed. Viçosa, MG: Ed. da UFV, 2007. 81 p. (Soluções).|118|Projeto e Gestão dos Resíduos Sólidos|||complementar
157|livro|BRASIL. Fundação Nacional de Saúde. Manual de Saneamento. 3a ed. Brasília: Fundação Nacional de Saúde, 2016. 408 p.|144|Introdução A Engenharia Ambiental||1|complementar
158|livro|GUERRA, Antonio José Teixeira; CUNHA, Sandra Baptista da (Org.). Impactos ambientais urbanos no Brasil. 6.ed. Rio de Janeiro: Bertrand Brasil, 2010. 416 p.|144|Introdução A Engenharia Ambiental|9788528608021||complementar
159|livro|FELLENBERG, Gunter. Introdução aos problemas da poluição ambiental. São Paulo, SP: EPU: 1980. xvi, 196 p.|144|Introdução A Engenharia Ambiental|8512490403||complementar
160|livro|PINTO, W.D. "Legislação Federal de meio ambiente". IBAMA, Brasília, 1996.|114|Direito Ambiental|||complementar
161|livro|ANTUNES, Paulo de Bessa. Direito Ambiental. Rio de Janeiro: Lumen Juris.|114|Direito Ambiental||1|basica
162|livro|BENJAMIN, Antonio Herman V (coord.). Dano ambiental: prevenção, reparação e repressão. São Paulo: Revista dos Tribunais.|114|Direito Ambiental|||basica
163|livro|FIORILLO, Celso Antonio P. Curso de Direito Ambiental Brasileiro. São Paulo: Saraiva.|114|Direito Ambiental|||basica
164|livro|MELCONIAN, S.. Mecânica técnica e Resistência dos Materiais. 9. ed., rev. atualizada. São Paulo: Érica. 2013|93|Resistência dos Materiais||8|basica
165|livro|BERR, F.P.; JOHNSTON, E. R. Resistência dos Materiais. São Paulo, Makron Books, 2010. GARE, J. M. Mecânica dos Materiais. São Paulo: Pioneira Thomson Learning, 2011. 698 p.|93|Resistência dos Materiais||8|basica
166|livro|HIBBELER, R. C.. Resistência dos Materiais. 3ª ed. Rio de Janeiro: LTC, 2000.|93|Resistência dos Materiais||8|basica
167|livro|CHIAVERINI, V. (1986). Tecnologia Mecânica, vol. I, II e III, 2ª ed. Brasil, S. Paulo: Editora McGraw-Hill.|93|Resistência dos Materiais||6|basica
168|livro|NASH, W.A. Resistência dos Materiais. São Paulo, Mc Graw Hill, 1982.|93|Resistência dos Materiais||4|complementar
169|livro|TIMOSHENKO, S. P.. Mecânica dos sólidos. Rio de Janeiro: LTC. 1989.|93|Resistência dos Materiais||4|complementar
170|livro|COLLINS, J. A.: Projeto Mecânico de Elementos de Máquinas: Uma Perspectiva de Prevenção da Falha. 1º Edição. LTC, 2006.|124|Noções Básicas de Máquinas e Equipamentos||6|basica
171|livro|BEER, F, P.; JOHNSTON, R.: Mecânica Vetorial para Engenheiros. 7º Edição. Makron Books. 2006.|124|Noções Básicas de Máquinas e Equipamentos||4|complementar
172|livro|OLIVEIRA, F. E. M. de. Estatística e Probabilidade. São Paulo: Ed. Atlas, 221p. 1999.|119|Planejamento Ambiental||10|basica
173|livro|Metodos numericos para a resolução de problemas logicos. Del Picchia, Walter. E. Blucher, xii, 395 p. ;|139|Métodos Numéricos|UFT00049425|10|basica
174|livro|Conjuntos numericos e potencias. Dienes, Zoltan P. EPU,3.ed. rev.- 141 p.:|139|Métodos Numéricos|UFT00032568|10|basica
175|livro|Construção e propriedades de alguns conjuntos numéricos. Bastos, Evangelino de Oliveira. 63 f.|139|Métodos Numéricos|UFT00093836|10|basica
176|livro|Padrões numericos e sequências. Carvalho, Maria Cecilia Costa e Silva. Moderna, 79p.|139|Métodos Numéricos|UFT00068356|10|basica
177|livro|Calculo numerico. Franco, Neide Bertoldi. Pearson Prentice Hall. 505p.|139|Métodos Numéricos|UFT00069713|10|basica
178|livro|Calculo numerico :aspectos teoricos e computacionais. Ruggiero, Marcia A. Gomes.	Makron Books,	2.ed. -	406p. :|139|Métodos Numéricos|UFT00032917|10|basica
179|livro|Calculo numerico :(com aplicações)		Harbra,	2. ed. -	367 p. ;|139|Métodos Numéricos|UFT00049116|10|basica
180|livro|Cálculo numérico :características matemáticas e computacionais dos métodos numéricos	Sperandio, Décio.	Pearson Prentice Hall,		354p.;|139|Métodos Numéricos|UFT00079402|10|basica
181|livro|Instrumentacao industrial		Interciencia,	2 ed.	583 p.|135|Eletricidade aplicada e Instrumentação Ambiental|UFT00087969|10|basica
182|livro|Instrumentacao, controle e automacao de processos	Alves, Jose Luiz Loureiro.	LTC Ed.,		270p.|135|Eletricidade aplicada e Instrumentação Ambiental|UFT00067310|10|basica
183|livro|Circuitos experimentais em eletricidade e eletrônica	Tucci, Wilson J.	Nobel,		il.|135|Eletricidade aplicada e Instrumentação Ambiental|UFT00075461|10|basica
184|livro|Tsutiya, M.T. Além Sobrinho, P. Coleta e Transporte de Esgoto Sanitário. Departamento de Engenharia Hidráulica e Sanitária, Escola Politécnica da USP, 1999.|136|Projeto de Sistemas de Esgotamento Sanitário e de Tratamento de Águas Residuárias||5|basica
185|livro|CAMPOS, J.R. (coord.). Tratamento de Esgoto Sanitário por Processo Anaeróbio e Disposição Controlada no Solo. RECOPE - PROSAB, São Carlos, SP, Brasil, 2001|136|Projeto de Sistemas de Esgotamento Sanitário e de Tratamento de Águas Residuárias||5|basica
186|livro|JORDÃO, E. P. P., Tratamento de Esgotos Domésticos. 3ª Edição – Rio de Janeiro – ABES, 2010|136|Projeto de Sistemas de Esgotamento Sanitário e de Tratamento de Águas Residuárias||5|basica
187|livro|DI BERNARDO, L.; DI BERNARDO, A. Métodos e Técnicas de Tratamento de Água. Volume I e II. Ed. RIMA. 2ª. Ed. 2005|146|Tratamento de Água||5|basica
188|livro|LIBANIO, Fundamentos de Qualidade e Tratamento de Água. 3ª Ed. Belo Horizonte. 2017|146|Tratamento de Água||5|basica
189|livro|DI BERNARDO, L., DANTAS, A D. B., VOLTAN, P. E. N. Tratabilidade de Água e dos resíduos gerados em estações de tratamento de água. São Carlos, LDiBe editora, 2011|146|Tratamento de Água||5|basica
190|livro|DI BERNARDO, L.; DI BERNARDO, A. Métodos e Técnicas de Tratamento de Água. Volume I e II. Ed. RIMA. 2ª. Ed. 2005|105|Processos e Operações Unitárias Aplicados Na Engenharia Ambiental||5|basica
191|livro|JORDÃO, E. P. P., Tratamento de Esgotos Domésticos. 3ª Edição – Rio de Janeiro – ABES, 2010|105|Processos e Operações Unitárias Aplicados Na Engenharia Ambiental||5|basica
192|livro|AZEVEDO NETTO. Manual de Hidráulica. Ed. Edgard Blucher. 8a Edição. São Paulo/SP.1998.|123|Projeto de Sistemas de Abastecimento e de Tratamento de Água||5|basica
193|livro|TSUTIYA, M.T. Abastecimento de Água. 1ª Edição. Departamento de Engenharia Hidráulica e Sanitária da Escola Politécnica da USP. 2004.|123|Projeto de Sistemas de Abastecimento e de Tratamento de Água||5|basica
194|livro|HELLER & PÁDUA. Abastecimento de Água para Consumo Humano. Ed. UFMG. Belo Horizonte/MG. 2006|123|Projeto de Sistemas de Abastecimento e de Tratamento de Água||5|basica
195|livro|MASSARI. VICTOR L. Gerenciamento Ágil de Projetos. Brasport:2014. 256p.|129|Elaboração de Projetos em Engenharia|978-85-7452-696-6|11|basica
196|livro|Keelling,Ralph e Branco, Renato Henrique Ferreira. Gestão de Projetos - Uma Abordagem Global - 3ª Ed. 2014. 288p.|129|Elaboração de Projetos em Engenharia|9788502227101||basica
197|livro|Monteiro Teixeira, Júlio. Gestão Visual De Projetos - Utilizando A Informação Para Inovar. Saraiva: São Paulo. 2014. 209p.|129|Elaboração de Projetos em Engenharia|9788550801711|11|complementar
198|livro|Guerreiro, Fernando.FERRAMENTAS ESTRATÉGICAS NA GESTÃO DE PROJETOS. Saraiva:São Paulo. 2016. e-book.|129|Elaboração de Projetos em Engenharia||11|complementar
199|livro|Guide to the Project Management Body of Knowledge (PMBOK® Guide). PMI. 6 ed. 2017|129|Elaboração de Projetos em Engenharia|||complementar
200|livro|BORESI, A. P.; SCHMIDT, R. J. Estática. São Paulo: Pioneira Thomson Learning, 2003. 673 p.|89|Mecânica da Engenharia||11|basica
201||HIBBELER, R. C. Mecânica, Estática. 12. ed .. Rio de Janeiro: LTC Editora. 2011. 265p.|89|Mecânica da Engenharia||11|
202|livro|MERIAM, J. L.; KRAICE, L. G; GLENN, L.. Mecânica para Engenharia: Estática. 7° ed. Rio e Janeiro: LTC. 2016.|89|Mecânica da Engenharia||11|basica
203|livro|GIACAGLIA, GIORGIO E. O. Mecânica Geral. 10ª ed. Rio de Janeiro: Campus. 1982.|89|Mecânica da Engenharia||11|complementar
204|livro|HIGDON-STILES, D. et. al. Mecânica. Rio de Janeiro, Prentice-Hall, 1984.|89|Mecânica da Engenharia||5|complementar
205|livro|KAMINSKI, R.  . Mecânica Geral para Engenheiros. 1 ° ed .. Editora: dgard Blücher Ltda, São Paulo, 2000, 300p.|89|Mecânica da Engenharia||5|complementar
206|livro|SONNINO, S. Mecânica Geral. 3° ed. Editora Nobel|89|Mecânica da Engenharia||5|complementar
207|livro|SINGER, F. L.. Mecânica para engenheiros. 2.00 . São Paulo: Harbra. 1981|89|Mecânica da Engenharia||5|complementar
208|livro|Beer, Ferdinand P.; Johnston, E. Russell;Eisenberg, Elliot R. Mecânica Vetorial Para Engenheiros - Estática - 9ª Ed. São Paulo: MacGrawHill, 2011|89|Mecânica da Engenharia||11|basica
209|livro|FOX, Robert W; MCDONALD, Alan T. Introdução à mecânica dos. 5. ed. Rio de Janeiro : LTC, 2001. 504 p.|90|Fenômenos de Transporte||11|basica
210|livro|GILES, Ranald V. Mecânica de fluidos e hidráulica. 2. ed. São Paulo : Makron, 1996. 460 p.|90|Fenômenos de Transporte||11|basica
211|livro|MUNSON, Bruce R. Fundamentos da mecanica dos fluidos. São Paulo : E. Blücher, 1997. 412 p|90|Fenômenos de Transporte||5|complementar
212|livro|CATTANI, Mauro S. D. Elementos de mecanica dos fluidos. Sao Paulo : E. Blucher, c1990. 155p.|90|Fenômenos de Transporte||5|complementar
213|livro|ROMA, Woodrow N. L. Fenomenos de transporte para engenharia 2.ed. São Paulo: RiMa, 2006. 276 p.|90|Fenômenos de Transporte||5|complementar
214|livro|Hickman Jr, C.P. et al. 16a. ed. 2016. Princípios Integrados de Zoologia. Guanabara Koogan, R.J.|126|Biologia|9788527729369|5|complementar
